Date,Town,State/Province,Latitude,Longitude,Number,Image
4/23/2018,Bear,DE,39.6,-75.7,1,
4/23/2018,Cameron,WV,39.8,-80.6,1,
4/23/2018,Cedarcreek,MO,36.6,-93,,
4/23/2018,Chatham,MA,41.7,-70,1,
4/23/2018,Cleveland,TN,35.1,-84.8,1,
4/23/2018,Collinsville,IL,38.7,-90,1,
4/23/2018,Conestoga,PA,39.9,-76.3,1,
4/23/2018,Cutler,OH,39.4,-81.8,2,
4/23/2018,Dewey,OK,36.8,-95.9,2,
4/23/2018,East Hampton,NY,41,-72.2,1,
4/23/2018,Fogelsville,PA,40.6,-75.6,1,
4/23/2018,Galloway,NJ,39.5,-74.5,1,
4/23/2018,Great Cacapon,WV,39.5,-78.4,1,
4/23/2018,Halstead,KS,38,-97.5,1,
4/23/2018,Hanover,MD,39.2,-76.7,1,
4/23/2018,Henryville,IN,38.5,-85.8,2,
4/23/2018,Houston,TX,29.6,-95.1,1,
4/23/2018,Hyndman,PA,39.8,-78.7,1,
4/23/2018,Lake Jackson,TX,29.1,-95.4,3,
4/23/2018,Lancaster,PA,40,-76.3,1,
4/23/2018,Leesburg,VA,39.1,-77.6,1,
4/23/2018,Middle River,MD,39.3,-76.4,1,
4/23/2018,Milan,MI,42.1,-83.6,1,
4/23/2018,Mount Airy,MD,39.4,-77.2,1,
4/23/2018,Muskogee,OK,35.7,-95.4,1,
4/23/2018,Plymouth,MA,42,-70.7,1,
4/23/2018,Purcellville,VA,39.3,-77.7,1,
4/23/2018,Republic,MO,37.1,-93.5,1,
4/23/2018,Reston,VA,39,-77.4,1,
4/23/2018,Thornton,WV,39.3,-80,1,
4/23/2018,Wichita,KS,37.7,-97.4,1,
4/23/2018,Williamstown,WV,39.4,-81.4,1,
4/23/2018,Williamstown,WV,39.4,-81.5,2,
4/23/2018,Woodsboro,MD,39.6,-77.3,1,
4/22/2018,Atco,NJ,39.8,-74.9,1,
4/22/2018,Atco,NJ,39.8,-74.9,1,
4/22/2018,Bass River,NJ,39.6,-74.4,1,
4/22/2018,Beckett Ridge,OH,39.3,-84.4,1,
4/22/2018,Bedford,IN,38.9,-86.5,1,
4/22/2018,Bedford,IN,38.8,-86.4,1,
4/22/2018,Berwyn,PA,40,-75.4,1,
4/22/2018,Bethesda,MD,39,-77.2,1,
4/22/2018,Chesterfield,VA,37.4,-77.5,1,
4/22/2018,Chestertown,MD,39.3,-76.2,1,
4/22/2018,Cinnaminson,NJ,40,-75,1,
4/22/2018,Elkridge,MD,39.2,-76.7,1,
4/22/2018,Georgetown,DE,38.7,-75.4,1,
4/22/2018,Glen Jean,WV,37.9,-81.2,3,
4/22/2018,Hendersonville,TN,36.3,-86.6,2,
4/22/2018,Highland Village,TX,33.1,-97.1,1,
4/22/2018,Houston,TX,29.6,-95.1,2,
4/22/2018,Huntingtown,MD,38.6,-76.6,1,
4/22/2018,Jacksonville,FL,30.1,-81.6,1,
4/22/2018,Jonesborough,TN,36.3,-82.4,1,
4/22/2018,Kansas City,MO,39.1,-94.6,1,
4/22/2018,La Grange,KY,38.4,-85.4,1,
4/22/2018,Lavalette,WV,38.3,-82.4,2,
4/22/2018,Lawrenceburg,KY,38,-84.9,1,
4/22/2018,Lexington,KY,38,-84.5,3,
4/22/2018,Litchfield,IL,39.2,-89.6,1,
4/22/2018,Louisville,KY,38.3,-85.8,1,
4/22/2018,Milton,DE,38.7,-75.3,2,
4/22/2018,Newark,DE,39.7,-75.8,1,
4/22/2018,Odessa,MO,39,-93.9,1,
4/22/2018,Purcellville,VA,39.2,-77.7,1,
4/22/2018,Saint Francisville,LA,30.9,-91.4,2,
4/22/2018,Salem,WV,39.3,-80.6,2,
4/22/2018,Summersville,WV,38.3,-80.8,1,
4/22/2018,Valley Park,MO,38.5,-90.5,1,
4/22/2018,Vienna,VA,38.9,-77.3,1,
4/22/2018,Vineland,NJ,39.5,-75,1,
4/22/2018,Wathena,KS,39.8,-94.9,1,
4/22/2018,Weatherford,OK,35.5,-98.7,,
4/22/2018,Winchester,VA,39.2,-78.3,1,
4/21/2018,Alva,OK,36.8,-98.7,1,
4/21/2018,Apex,NC,35.7,-78.8,1,
4/21/2018,Atco,NJ,39.8,-74.9,1,
4/21/2018,Athens,OH,39.3,-82.1,2,
4/21/2018,Beckett Ridge,OH,39.3,-84.4,1,
4/21/2018,Beckett Ridge,OH,39.3,-84.4,1,
4/21/2018,Bowie,MD,39,-76.8,2,
4/21/2018,Cadiz,KY,36.9,-87.9,1,
4/21/2018,Calvert City,KY,37,-88.4,2,
4/21/2018,Cave Spring,VA,37.2,-80,2,
4/21/2018,Coatesville,PA,40,-75.8,1,
4/21/2018,Corpus Christi,TX,27.7,-97.3,4,
4/21/2018,Danville,IN,39.8,-86.4,1,
4/21/2018,Deer Park,TX,29.7,-95.1,2,
4/21/2018,Delmar,DE,38.5,-75.6,1,
4/21/2018,Destin,FL,30.4,-86.4,1,
4/21/2018,Dewey,OK,36.8,-95.9,1,
4/21/2018,Dover,PA,40.1,-76.8,1,
4/21/2018,Farmville,VA,37.2,-78.4,3,
4/21/2018,Frederick,MD,39.5,-77.5,1,
4/21/2018,Fredericksburg,VA,38.3,-77.5,1,
4/21/2018,Gainesville,VA,38.8,-77.6,1,
4/21/2018,Gainesville,VA,38.8,-77.6,1,
4/21/2018,Georgetown,DE,38.7,-75.3,2,
4/21/2018,Glouster,OH,39.6,-82,1,
4/21/2018,Herndon,VA,39,-77.4,1,
4/21/2018,Hillsboro,MO,38.2,-90.6,1,
4/21/2018,Hillsborough,NC,36.1,-79,1,
4/21/2018,Independence,MO,39.1,-94.4,1,
4/21/2018,McKee,KY,37.3,-84.1,1,
4/21/2018,Moneta,VA,37.2,-79.6,2,
4/21/2018,Morristown,NJ,40.8,-74.5,1,
4/21/2018,Niles,MI,41.8,-86.2,3,
4/21/2018,Saucier,MS,30.6,-89.3,1,
4/21/2018,Springfield,IL,39.8,-89.7,2,
4/21/2018,Waterloo,IA,42.5,-92.3,1,
4/21/2018,Waterloo,IL,38.3,-90.1,1,
4/20/2018,Cadet,MO,38,-90.7,1,
4/20/2018,Caldwell,KS,37,-97.6,1,
4/20/2018,Charlotte,NC,35.1,-80.9,1,
4/20/2018,Daphne,AL,30.6,-87.9,1,
4/20/2018,Flat Rock,NC,35.3,-82.4,1,
4/20/2018,Graham,NC,36,-79.3,1,
4/20/2018,Green Cove Springs,FL,30,-81.7,1,
4/20/2018,Hendersonville,NC,35.4,-82.5,1,
4/20/2018,Hertford,NC,36.2,-76.5,1,
4/20/2018,Hillsboro,IL,39.1,-89.6,1,
4/20/2018,Kirkwood,MO,38.6,-90.4,1,
4/20/2018,Lake Ozark,MO,38.2,-92.6,2,
4/20/2018,Lawrenceburg,KY,38,-85,1,
4/20/2018,Manchester,OH,38.7,-83.5,1,
4/20/2018,Marthasville,MO,38.6,-91,1,
4/20/2018,Morehead,KY,38.1,-83.3,1,
4/20/2018,New Waverly,TX,30.5,-95.4,1,
4/20/2018,Newburgh,IN,37.9,-87.4,2,
4/20/2018,Newport News,VA,37.1,-76.5,1,
4/20/2018,Nicholasville,KY,37.9,-84.6,1,
4/20/2018,Pennsburg,PA,40.4,-75.4,1,
4/20/2018,Richmond,VA,37.6,-77.5,1,
4/20/2018,Rogers,AR,36.3,-94.2,2,
4/20/2018,Shell Knob,MO,36.6,-93.6,1,
4/20/2018,Sparta,NC,36.5,-81.1,1,
4/20/2018,Stafford,VA,38.5,-77.4,1,
4/20/2018,Stafford Township,NJ,39.7,-74.3,1,
4/20/2018,Sycamore,KS,37.3,-95.7,1,
4/20/2018,Towson,MD,39.4,-76.6,1,
4/20/2018,Welch,OK,37,-95.3,2,
4/19/2018,Asheboro,NC,35.6,-79.8,3,
4/19/2018,Atco,NJ,39.8,-74.9,1,
4/19/2018,Bay City,TX,28.9,-96.2,1,
4/19/2018,Bedford,VA,37.3,-79.5,1,
4/19/2018,Charleston,WV,38.3,-81.6,1,
4/19/2018,Charlottesville,VA,38,-78.5,1,
4/19/2018,Chester,OK,36.2,-98.9,1,
4/19/2018,Clarksville,DE,38.5,-75.1,1,
4/19/2018,Cleveland,TN,35.2,-84.8,1,
4/19/2018,Clever,MO,37,-93.4,1,
4/19/2018,Cleves,OH,39.2,-84.7,1,
4/19/2018,Cochran,GA,32.4,-83.4,3,
4/19/2018,De Soto,MO,38.1,-90.6,1,
4/19/2018,Denton,TX,33.2,-97.1,1,
4/19/2018,Fort Mill,SC,35.1,-81,2,
4/19/2018,Fort Worth,TX,32.8,-97.4,1,
4/19/2018,Frankford,DE,38.5,-75.1,1,
4/19/2018,Fredericksburg,VA,38.2,-77.5,1,
4/19/2018,Frisco,TX,33.2,-96.8,2,
4/19/2018,Fulshear,TX,29.7,-95.9,2,
4/19/2018,Glasgow,KY,37,-85.9,1,
4/19/2018,Greensboro,MD,39,-75.8,2,
4/19/2018,Harrisonville,MO,38.6,-94.3,1,
4/19/2018,Henderson,KY,37.8,-87.6,2,
4/19/2018,Hillsborough,NC,36,-79.1,2,
4/19/2018,Inman,SC,35.1,-82,2,
4/19/2018,Jeffersonton,VA,38.6,-77.9,1,
4/19/2018,Katy,TX,29.7,-95.8,1,
4/19/2018,King George,VA,38.4,-77.1,1,
4/19/2018,Kirkwood,MO,38.6,-90.4,1,
4/19/2018,Lake Lure,NC,35.5,-82.2,1,
4/19/2018,Lampe,MO,36.6,-93.4,2,
4/19/2018,Lexington,SC,34,-81.2,1,
4/19/2018,Lexington,VA,37.8,-79.4,1,
4/19/2018,Memphis,TN,35.1,-89.9,2,
4/19/2018,Newburg,MO,37.8,-91.9,1,
4/19/2018,Norman,OK,35.2,-97.4,1,
4/19/2018,Russellville,TN,36.3,-83.2,1,
4/19/2018,Rustburg,VA,37.3,-79.1,1,
4/19/2018,Stuarts Draft,VA,38,-79,1,
4/19/2018,Sugar Land,TX,29.6,-95.7,1,
4/19/2018,Union,MO,38.5,-91,1,
4/19/2018,Vernon,TX,34.3,-99.3,1,
4/19/2018,Villas,NJ,39,-74.9,2,
4/18/2018,Alamo Heights,TX,29.5,-98.5,1,
4/18/2018,Bealeton,VA,38.6,-77.8,1,
4/18/2018,Bella Vista,AR,36.5,-94.3,1,
4/18/2018,Bella Vista,AR,36.5,-94.3,1,
4/18/2018,Bowie,MD,39,-76.8,1,
4/18/2018,Brevard,NC,35.2,-82.7,1,
4/18/2018,Broken Arrow,OK,36.1,-95.7,1,
4/18/2018,Bryan,TX,30.7,-96.5,1,
4/18/2018,Cookeville,TN,36.2,-85.6,1,
4/18/2018,Denton,MD,38.9,-75.8,1,
4/18/2018,Elizabethtown,KY,37.7,-85.7,1,
4/18/2018,Freeport,TX,28.9,-95.4,1,
4/18/2018,Gladwyne,PA,40,-75.3,1,
4/18/2018,Godfrey,IL,39,-90.2,1,
4/18/2018,Grandview,MO,38.9,-94.6,1,
4/18/2018,Greensburg,KY,37.2,-85.6,2,
4/18/2018,Harrodsburg,KY,37.8,-84.8,1,
4/18/2018,Joplin,MO,37,-94.5,2,
4/18/2018,Lee's Summit,MO,39,-94.4,1,
4/18/2018,Lexington,KY,38,-84.5,1,
4/18/2018,Lexington,KY,38,-84.5,1,
4/18/2018,Lexington,KY,38,-84.5,3,
4/18/2018,McLoud,OK,35.4,-97.1,1,
4/18/2018,Moncks Corner,SC,33.2,-80.1,2,
4/18/2018,Moneta,VA,37.2,-79.6,1,
4/18/2018,Myrtle Beach,SC,33.7,-79,1,
4/18/2018,Parsonsburg,MD,38.4,-75.5,1,
4/18/2018,Prairie Grove,AR,36,-94.3,1,
4/18/2018,Rogers,AR,36.3,-94.1,2,
4/18/2018,Salem,MO,37.6,-91.5,1,
4/18/2018,Seaford,VA,37.2,-76.5,2,
4/18/2018,Sunrise Beach,MO,38.1,-92.8,1,
4/18/2018,Sweet Springs,MO,39,-93.4,1,
4/18/2018,Taylorsville,KY,38,-85.3,1,
4/18/2018,Versailles,MO,38.4,-92.8,1,
4/18/2018,Washington Township,NJ,39.8,-75.1,1,
4/18/2018,Welling,OK,35.8,-94.9,2,
4/17/2018,Asbury,WV,37.9,-80.5,1,
4/17/2018,Billings,MO,37.1,-93.6,2,
4/17/2018,Castalia,OH,41.4,-82.8,1,
4/17/2018,Chapel Hill,NC,35.9,-79,1,
4/17/2018,Charlottesville,VA,38,-78.5,1,
4/17/2018,Crownsville,MD,39,-76.6,1,
4/17/2018,Hacksneck,VA,37.6,-75.9,2,
4/17/2018,Irving,TX,32.9,-97,1,
4/17/2018,Kingston Springs,TN,36.1,-87.1,1,
4/17/2018,Lexington,OK,35.1,-97.2,1,
4/17/2018,Lexington,VA,37.8,-79.4,1,
4/17/2018,Loris,SC,34,-79,1,
4/17/2018,Macks Creek,MO,38,-92.9,1,
4/17/2018,Milford Mill,MD,39.3,-76.8,1,
4/17/2018,Mocksville,NC,35.9,-80.5,1,
4/17/2018,Oklahoma City,OK,35.5,-97.6,1,
4/17/2018,Phoenix,MD,39.5,-76.6,1,
4/17/2018,Raeford,NC,35,-79.1,1,
4/17/2018,Raymore,MO,38.8,-94.5,1,
4/17/2018,Rockport,WV,39.1,-81.6,1,
4/17/2018,Rockville,MD,39.1,-77.1,1,
4/17/2018,Sanford,VA,37.9,-75.7,1,
4/16/2018,Branson,MO,36.6,-93.2,3,
4/16/2018,Candler,NC,35.5,-82.7,1,
4/16/2018,Cape Girardeau,MO,37.3,-89.5,1,
4/16/2018,Charleston,WV,38.4,-81.7,1,
4/16/2018,Clarksville,VA,36.6,-78.6,3,
4/16/2018,Fayetteville,AR,36.1,-94.2,1,
4/16/2018,Frankford,DE,38.5,-75.2,1,
4/16/2018,Frankford,DE,38.5,-75.2,1,
4/16/2018,Galloway,NJ,39.5,-74.5,1,
4/16/2018,Heath,TX,32.8,-96.5,1,
4/16/2018,Huntsville,AR,36.1,-93.5,2,
4/16/2018,Leicester,NC,35.7,-82.7,1,
4/16/2018,Millville,NJ,39.4,-75,1,
4/16/2018,Monroe,VA,37.5,-79.1,1,
4/16/2018,Morrisville,MO,37.4,-93.4,1,
4/16/2018,Newcastle,OK,35.2,-97.6,1,
4/16/2018,Oklahoma City,OK,35.4,-97.7,,
4/16/2018,Richlands,NC,34.9,-77.5,3,
4/16/2018,Richmond,VA,37.6,-77.5,1,
4/16/2018,Rockwall,TX,33,-96.5,2,
4/16/2018,Sarcoxie,MO,37.1,-94.2,1,
4/16/2018,Sarcoxie,MO,37.1,-94.2,1,
4/16/2018,Smiths Grove,KY,36.9,-86.2,4,
4/16/2018,Weaverville,NC,35.7,-82.6,1,
4/16/2018,Williamsburg,VA,37.3,-76.7,2,
4/15/2018,Andersonville,TN,36.2,-84,2,
4/15/2018,Bartlett,IL,42,-88.2,1,
4/15/2018,Broad Run,VA,38.8,-77.8,1,
4/15/2018,Campobello,SC,35.1,-82.2,2,
4/15/2018,Cedar Hill,MO,38.4,-90.6,1,
4/15/2018,Cherry Hill,NJ,39.9,-75,1,
4/15/2018,Chesterfield,VA,37.4,-77.6,1,
4/15/2018,Columbia,MO,39,-92.3,1,
4/15/2018,Corinth,TX,33.2,-97.1,2,
4/15/2018,Corpus Christi,TX,27.8,-97.4,1,
4/15/2018,Farmville,VA,37.2,-78.4,1,
4/15/2018,Florence,MO,38.6,-93,1,
4/15/2018,Fredericksburg,VA,38.3,-77.5,1,
4/15/2018,Fredericktown,MO,37.6,-90.2,1,
4/15/2018,Goode,VA,37.4,-79.4,2,
4/15/2018,Grapeland,TX,31.5,-95.5,1,
4/15/2018,Greensboro,NC,36.2,-79.8,1,
4/15/2018,Inola,OK,36.2,-95.5,1,
4/15/2018,Joelton,TN,36.4,-86.9,1,
4/15/2018,Lusby,MD,38.4,-76.5,1,
4/15/2018,Milltown,IN,38.3,-86.3,1,
4/15/2018,Moundridge,KS,38.2,-97.5,1,
4/15/2018,Palmyra,VA,37.9,-78.3,1,
4/15/2018,Poplar Bluff,MO,36.8,-90.4,1,
4/15/2018,Sparta,NC,36.5,-81.1,1,
4/15/2018,Steelville,MO,38,-91.4,1,
4/15/2018,Tulsa,OK,36,-96.1,2,
4/15/2018,Waynesville,MO,37.8,-92.2,1,
4/15/2018,Westminster,MD,39.7,-77.1,1,
4/14/2018,Alderson,WV,37.7,-80.7,1,
4/14/2018,Amherst,VA,37.6,-79.1,1,
4/14/2018,Beaufort,SC,32.5,-80.6,2,
4/14/2018,Beaverdam,VA,37.9,-77.7,1,
4/14/2018,Conway,SC,33.9,-79,1,
4/14/2018,Corpus Christi,TX,27.8,-97.4,1,
4/14/2018,Coweta,OK,36,-95.7,1,
4/14/2018,Dallas,GA,33.9,-84.8,1,
4/14/2018,Dawsonville,GA,34.4,-84.1,1,
4/14/2018,East Point,KY,37.7,-82.8,1,
4/14/2018,Gaffney,SC,35.2,-81.6,2,
4/14/2018,Greenville,SC,34.8,-82.3,,
4/14/2018,Guthrie,OK,35.9,-97.4,2,
4/14/2018,Hendersonville,TN,36.3,-86.6,1,
4/14/2018,Hickory,NC,35.8,-81.2,1,
4/14/2018,Howe,OK,35,-94.6,1,
4/14/2018,Hutchinson,KS,38.2,-97.9,2,
4/14/2018,Kannapolis,NC,35.5,-80.6,1,
4/14/2018,Knoxville,TN,35.9,-84.1,1,
4/14/2018,Lamar,MO,37.6,-94.4,1,
4/14/2018,Lexington Park,MD,38.3,-76.5,1,
4/14/2018,Linn,MO,38.4,-91.9,1,
4/14/2018,Marion,NC,35.7,-82,1,
4/14/2018,Murphysboro,IL,37.8,-89.3,1,
4/14/2018,New Albany,IN,38.3,-85.8,1,
4/14/2018,New Haven,MO,38.6,-91.2,1,
4/14/2018,Oriental,NC,35.1,-76.6,3,
4/14/2018,Raleigh,NC,36,-78.7,1,
4/14/2018,Richmond,VA,37.5,-77.6,1,
4/14/2018,Saxis,VA,37.9,-75.7,1,
4/14/2018,Silva,MO,37.2,-90.5,2,
4/14/2018,Stigler,OK,35.2,-95.5,1,
4/14/2018,Sulphur Springs,AR,36.5,-94.5,1,
4/14/2018,Winchester,KY,37.9,-84.3,1,
4/14/2018,Wolfville,NS,45.1,-64.4,2,
4/13/2018,Apex,NC,35.7,-78.9,2,
4/13/2018,Appleton City,MO,38.1,-93.9,1,
4/13/2018,Athens,AL,34.8,-87,1,
4/13/2018,Bakersville,NC,36,-82.1,1,
4/13/2018,Bella Vista,AR,36.5,-94.3,2,
4/13/2018,Blairsville,GA,34.9,-84,2,
4/13/2018,Cabool,MO,37.1,-92.1,2,
4/13/2018,Camdenton,MO,38.2,-92.8,1,
4/13/2018,Cedar Hill,MO,38.4,-90.6,1,
4/13/2018,Chesterfield,VA,37.3,-77.6,2,
4/13/2018,Dalton,GA,34.8,-85,,
4/13/2018,Dewey,OK,36.8,-95.9,1,
4/13/2018,Franklin,NC,35.2,-83.4,1,
4/13/2018,Goode,VA,37.4,-79.4,1,
4/13/2018,Gray,TN,36.4,-82.5,1,
4/13/2018,Guthrie,OK,35.9,-97.4,1,
4/13/2018,Harrodsburg,KY,37.8,-84.8,1,
4/13/2018,Huntersville,NC,35.4,-80.9,2,
4/13/2018,Kingsport,TN,36.5,-82.5,1,
4/13/2018,Louisville,KY,38.2,-85.8,1,
4/13/2018,Louisville,KY,38.3,-85.8,1,
4/13/2018,Manteo,NC,35.9,-75.7,1,
4/13/2018,Mayfield,KY,36.7,-88.6,1,
4/13/2018,Mount Crawford,VA,38.3,-78.9,1,
4/13/2018,Neosho,MO,36.9,-94.3,1,
4/13/2018,Nowata,OK,36.7,-95.6,1,
4/13/2018,Ooltewah,TN,35.1,-85.1,1,
4/13/2018,Owensboro,KY,37.8,-87.1,1,
4/13/2018,Powhatan,VA,37.5,-77.9,1,
4/13/2018,Stearns,KY,36.8,-84.6,2,
4/13/2018,Sunset Beach,NC,33.9,-78.5,1,
4/13/2018,Tryon,NC,35.2,-82.2,1,
4/13/2018,Virginia Beach,VA,36.8,-76.2,1,
4/13/2018,Zebulon,NC,35.8,-78.3,1,
4/12/2018,Arden,NC,35.5,-82.6,1,
4/12/2018,Caldwell,TX,30.6,-96.5,2,
4/12/2018,Caret,VA,38,-77,1,
4/12/2018,Cherokee,NC,35.4,-83.4,1,
4/12/2018,Clearwater,FL,28,-82.8,1,
4/12/2018,Dacula,GA,34,-83.9,1,
4/12/2018,Dawsonville,GA,34.4,-84,1,
4/12/2018,Decatur,AR,36.3,-94.4,1,
4/12/2018,Delano,TN,35.3,-84.6,1,
4/12/2018,Dover,TN,36.4,-88,4,
4/12/2018,Dover,TN,36.4,-88,4,
4/12/2018,Eads,TN,35.2,-89.7,1,
4/12/2018,Glen Allen,VA,37.7,-77.6,1,
4/12/2018,Hendersonville,NC,35.3,-82.5,1,
4/12/2018,Hiddenite,NC,35.9,-81.1,1,
4/12/2018,High Point,NC,36,-80.1,2,
4/12/2018,Knoxville,TN,35.9,-84.2,1,
4/12/2018,Lampe,MO,36.6,-93.4,2,
4/12/2018,Lillington,NC,35.4,-78.8,3,
4/12/2018,Loudon,TN,35.7,-84.3,1,
4/12/2018,Macon,MO,39.8,-92.5,1,
4/12/2018,Marietta,GA,34,-84.5,2,
4/12/2018,Midlothian,VA,37.4,-77.7,1,
4/12/2018,Mouth of Wilson,VA,36.6,-81.3,1,
4/12/2018,Murphy,NC,35.1,-84.2,2,
4/12/2018,New Market,TN,36.1,-83.6,2,
4/12/2018,Prairie du Rocher,IL,38.1,-90.1,1,
4/12/2018,Prestonsburg,KY,37.7,-82.8,1,
4/12/2018,Pulaski,VA,37,-80.8,1,
4/12/2018,Richmond,VA,37.5,-77.6,1,
4/12/2018,Rock Hill,SC,34.9,-80.9,1,
4/12/2018,Smiths Grove,KY,36.9,-86.2,1,
4/12/2018,Snow Hill,MD,38.2,-75.5,1,
4/12/2018,Surry,VA,37.1,-76.8,1,
4/12/2018,Yukon,OK,35.5,-97.7,2,
4/11/2018,Barco,NC,36.4,-76,1,
4/11/2018,Collegedale,TN,35,-85.1,1,
4/11/2018,Cullen,VA,37.2,-78.6,1,
4/11/2018,Hillsborough,NC,36.2,-79.1,3,
4/11/2018,Hilton Head Island,SC,32.2,-80.8,1,
4/11/2018,Ivor,VA,36.9,-76.9,1,
4/11/2018,New Bern,NC,35.1,-77,1,
4/11/2018,Ormond Beach,FL,29.3,-81.1,1,
4/11/2018,Oxford,AL,33.6,-85.8,2,
4/11/2018,Oxford,NC,36.3,-78.6,1,
4/11/2018,Pikeville,NC,35.5,-78,2,
4/11/2018,Salley,SC,33.6,-81.3,1,
4/11/2018,Steelville,MO,38,-91.4,1,
4/11/2018,Township of Taylorsville,NC,35.9,-81.2,1,
4/11/2018,Waxhaw,NC,34.9,-80.7,1,
4/11/2018,Waxhaw,NC,34.9,-80.7,1,
4/11/2018,Winston-Salem,NC,36.1,-80.2,2,
4/11/2018,Wynnewood,OK,34.7,-97,1,
4/10/2018,Bryson City,NC,35.4,-83.4,1,
4/10/2018,Canyon Lake,TX,29.8,-98.2,1,
4/10/2018,Chesapeake,VA,36.7,-76.3,1,
4/10/2018,Deltona,FL,29,-81.2,3,
4/10/2018,Harriman,TN,35.9,-84.6,1,
4/10/2018,Hoschton,GA,34.1,-83.8,1,
4/10/2018,Jonesboro,AR,35.8,-90.7,1,
4/10/2018,Mechanicsville,VA,37.6,-77.2,1,
4/10/2018,Nashville,TN,36.1,-86.9,1,
4/10/2018,Newport,TN,36,-83.2,2,
4/10/2018,Northport,AL,33.3,-87.6,1,
4/10/2018,Paducah,KY,37.1,-88.7,1,
4/10/2018,Palmyra,VA,37.9,-78.3,1,
4/10/2018,Ridgeway,VA,36.6,-79.9,1,
4/10/2018,Simpsonville,SC,34.8,-82.3,1,
4/10/2018,Soper,OK,34.1,-95.7,2,
4/10/2018,Spring,TX,30.1,-95.4,1,
4/9/2018,Ardmore,AL,35,-86.8,2,
4/9/2018,Buffalo Junction,VA,36.6,-78.6,1,
4/9/2018,Burleson,TX,32.5,-97.3,2,
4/9/2018,Conroe,TX,30.3,-95.4,1,
4/9/2018,Fairview,NC,35.5,-82.4,1,
4/9/2018,Oxford,NC,36.2,-78.5,2,
4/9/2018,Palm Harbor,FL,28.1,-82.8,2,
4/8/2018,Aiken,SC,33.5,-81.7,2,
4/8/2018,Allen,OK,34.8,-96.5,1,
4/8/2018,Arlington,TX,32.7,-97.1,1,
4/8/2018,Burlington,NC,36.1,-79.4,2,
4/8/2018,Candler,NC,35.5,-82.7,1,
4/8/2018,Cape Girardeau,MO,37.3,-89.5,2,
4/8/2018,Guyton,GA,32.2,-81.3,1,
4/8/2018,Largo,FL,27.9,-82.8,1,
4/8/2018,Midland,NC,35.2,-80.5,2,
4/8/2018,Raleigh,NC,35.7,-78.7,2,
4/8/2018,Roland,AR,34.8,-92.5,1,
4/8/2018,Saint Petersburg,FL,27.9,-82.6,1,
4/8/2018,Southport,NC,33.9,-78.1,1,
4/8/2018,Surry,VA,37.2,-76.8,1,
4/8/2018,Wickliffe,KY,37,-89.1,1,
4/7/2018,Benton,AR,34.6,-92.6,1,
4/7/2018,Blairsville,GA,34.9,-84,1,
4/7/2018,Boones Mill,VA,37.1,-79.9,1,
4/7/2018,Cary,NC,35.8,-78.8,1,
4/7/2018,Clarks Hill,SC,33.7,-82.2,2,
4/7/2018,Colbert,OK,33.9,-96.5,1,
4/7/2018,Ellerbe,NC,35.1,-79.7,1,
4/7/2018,Fayetteville,AR,36.1,-94.2,1,
4/7/2018,Hewitt,TX,31.5,-97.2,1,
4/7/2018,Lafayette,LA,30.2,-92,1,
4/7/2018,Madill,OK,34.1,-96.9,2,
4/7/2018,Marietta,GA,34,-84.5,1,
4/7/2018,Marion,IL,37.7,-88.9,1,
4/7/2018,Mount Pleasant,SC,32.9,-79.8,1,
4/7/2018,Murfreesboro,TN,35.9,-86.4,1,
4/7/2018,Murphy,NC,35,-84.1,1,
4/7/2018,Newport News,VA,37.1,-76.5,1,
4/7/2018,Newport News,VA,37.1,-76.6,1,
4/7/2018,Paducah,KY,37.1,-88.7,1,
4/7/2018,Poquoson,VA,37.1,-76.3,1,
4/7/2018,Richmond,KY,37.7,-84.3,1,
4/7/2018,Rolla,MO,37.9,-91.8,1,
4/7/2018,Snow Camp,NC,35.9,-79.4,1,
4/7/2018,Springdale,AR,36.2,-94,1,
4/7/2018,Stone Mountain,GA,33.8,-84.2,1,
4/7/2018,Texarkana,TX,33.4,-94,1,
4/7/2018,Warner Robins,GA,32.6,-83.6,2,
4/7/2018,Wilburton,OK,34.9,-95.3,1,
4/6/2018,Carrollton,TX,33,-96.9,1,
4/6/2018,Chapel Hill,NC,35.9,-79.1,1,
4/6/2018,Chiefland,FL,29.4,-82.9,3,
4/6/2018,Eatonton,GA,33.4,-83.2,2,
4/6/2018,Ebony,VA,36.6,-78,1,
4/6/2018,Evansville,IN,38,-87.6,1,
4/6/2018,Flat Lick,KY,36.8,-83.8,1,
4/6/2018,Gadsden,AL,34.1,-85.8,1,
4/6/2018,Garland,NC,34.8,-78.4,1,
4/6/2018,Leicester,NC,35.7,-82.7,1,
4/6/2018,Liberty,SC,34.8,-82.7,1,
4/6/2018,Marion,VA,36.8,-81.5,1,
4/6/2018,Millington,TN,35.3,-89.9,1,
4/6/2018,Mocksville,NC,36,-80.6,1,
4/6/2018,Mount Pleasant,TX,33.2,-94.9,1,
4/6/2018,Murphy,NC,35.1,-84,1,
4/6/2018,Murphy,NC,35.1,-84,1,
4/6/2018,Newton,NC,35.6,-81.4,1,
4/6/2018,Piedmont,AL,33.9,-85.6,1,
4/6/2018,Plainview,AR,34.9,-93.3,2,
4/6/2018,Prestonsburg,KY,37.7,-82.8,1,
4/6/2018,Princeton,KY,37.1,-87.9,1,
4/6/2018,Raleigh,NC,35.9,-78.7,1,
